company,sector,priority,country_focus,target_roles,why_monitor,search_query_pt,search_query_en,ats_hint
Comerc Energia,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Comerc Energia carreiras vagas dados engenharia de dados analytics,Comerc Energia careers data engineer analytics Brazil,auto-detect
Copasa,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Copasa carreiras vagas dados engenharia de dados analytics,Copasa careers data engineer analytics Brazil,auto-detect
Copel,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Copel carreiras vagas dados engenharia de dados analytics,Copel careers data engineer analytics Brazil,auto-detect
Copersucar,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Copersucar carreiras vagas dados engenharia de dados analytics,Copersucar careers data engineer analytics Brazil,auto-detect
Cosan,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Cosan carreiras vagas dados engenharia de dados analytics,Cosan careers data engineer analytics Brazil,auto-detect
CPFL Energia,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",CPFL Energia carreiras vagas dados engenharia de dados analytics,CPFL Energia careers data engineer analytics Brazil,auto-detect
CSN,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",CSN carreiras vagas dados engenharia de dados analytics,CSN careers data engineer analytics Brazil,auto-detect
Dexco,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Dexco carreiras vagas dados engenharia de dados analytics,Dexco careers data engineer analytics Brazil,auto-detect
Ecorodovias,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Ecorodovias carreiras vagas dados engenharia de dados analytics,Ecorodovias careers data engineer analytics Brazil,auto-detect
EDP Brasil,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",EDP Brasil carreiras vagas dados engenharia de dados analytics,EDP Brasil careers data engineer analytics Brazil,auto-detect
Energisa,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Energisa carreiras vagas dados engenharia de dados analytics,Energisa careers data engineer analytics Brazil,auto-detect
Eneva,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Eneva carreiras vagas dados engenharia de dados analytics,Eneva careers data engineer analytics Brazil,auto-detect
Engie Brasil,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Engie Brasil carreiras vagas dados engenharia de dados analytics,Engie Brasil careers data engineer analytics Brazil,auto-detect
Equatorial Energia,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Equatorial Energia carreiras vagas dados engenharia de dados analytics,Equatorial Energia careers data engineer analytics Brazil,auto-detect
Fras-le,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Fras-le carreiras vagas dados engenharia de dados analytics,Fras-le careers data engineer analytics Brazil,auto-detect
Gerdau,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Gerdau carreiras vagas dados engenharia de dados analytics,Gerdau careers data engineer analytics Brazil,auto-detect
Grupo CCR,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Grupo CCR carreiras vagas dados engenharia de dados analytics,Grupo CCR careers data engineer analytics Brazil,auto-detect
Iguá Saneamento,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Iguá Saneamento carreiras vagas dados engenharia de dados analytics,Iguá Saneamento careers data engineer analytics Brazil,auto-detect
InCeres,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",InCeres carreiras vagas dados engenharia de dados analytics,InCeres careers data engineer analytics Brazil,auto-detect
Iochpe-Maxion,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Iochpe-Maxion carreiras vagas dados engenharia de dados analytics,Iochpe-Maxion careers data engineer analytics Brazil,auto-detect
Ipiranga,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Ipiranga carreiras vagas dados engenharia de dados analytics,Ipiranga careers data engineer analytics Brazil,auto-detect
Jacto,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Jacto carreiras vagas dados engenharia de dados analytics,Jacto careers data engineer analytics Brazil,auto-detect
Klabin,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Klabin carreiras vagas dados engenharia de dados analytics,Klabin careers data engineer analytics Brazil,auto-detect
Marcopolo,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Marcopolo carreiras vagas dados engenharia de dados analytics,Marcopolo careers data engineer analytics Brazil,auto-detect
Mills,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Mills carreiras vagas dados engenharia de dados analytics,Mills careers data engineer analytics Brazil,auto-detect
Neoenergia,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Neoenergia carreiras vagas dados engenharia de dados analytics,Neoenergia careers data engineer analytics Brazil,auto-detect
Omega Energia,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Omega Energia carreiras vagas dados engenharia de dados analytics,Omega Energia careers data engineer analytics Brazil,auto-detect
Orbia,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Orbia carreiras vagas dados engenharia de dados analytics,Orbia careers data engineer analytics Brazil,auto-detect
Petrobras,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Petrobras carreiras vagas dados engenharia de dados analytics,Petrobras careers data engineer analytics Brazil,auto-detect
Randoncorp,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Randoncorp carreiras vagas dados engenharia de dados analytics,Randoncorp careers data engineer analytics Brazil,auto-detect
Raízen,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Raízen carreiras vagas dados engenharia de dados analytics,Raízen careers data engineer analytics Brazil,auto-detect
Sabesp,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Sabesp carreiras vagas dados engenharia de dados analytics,Sabesp careers data engineer analytics Brazil,auto-detect
Sanepar,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Sanepar carreiras vagas dados engenharia de dados analytics,Sanepar careers data engineer analytics Brazil,auto-detect
Seedz,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Seedz carreiras vagas dados engenharia de dados analytics,Seedz careers data engineer analytics Brazil,auto-detect
SLC Agrícola,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",SLC Agrícola carreiras vagas dados engenharia de dados analytics,SLC Agrícola careers data engineer analytics Brazil,auto-detect
Solinftec,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Solinftec carreiras vagas dados engenharia de dados analytics,Solinftec careers data engineer analytics Brazil,auto-detect
Stara,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Stara carreiras vagas dados engenharia de dados analytics,Stara careers data engineer analytics Brazil,auto-detect
Strider,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Strider carreiras vagas dados engenharia de dados analytics,Strider careers data engineer analytics Brazil,auto-detect
Suzano,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Suzano carreiras vagas dados engenharia de dados analytics,Suzano careers data engineer analytics Brazil,auto-detect
São Martinho,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",São Martinho carreiras vagas dados engenharia de dados analytics,São Martinho careers data engineer analytics Brazil,auto-detect
Tupy,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Tupy carreiras vagas dados engenharia de dados analytics,Tupy careers data engineer analytics Brazil,auto-detect
Ultrapar,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Ultrapar carreiras vagas dados engenharia de dados analytics,Ultrapar careers data engineer analytics Brazil,auto-detect
Usiminas,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Usiminas carreiras vagas dados engenharia de dados analytics,Usiminas careers data engineer analytics Brazil,auto-detect
Vale,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Vale carreiras vagas dados engenharia de dados analytics,Vale careers data engineer analytics Brazil,auto-detect
Vibra Energia,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Vibra Energia carreiras vagas dados engenharia de dados analytics,Vibra Energia careers data engineer analytics Brazil,auto-detect
WEG,"Indústria, energia, agro e infraestrutura",P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",WEG carreiras vagas dados engenharia de dados analytics,WEG careers data engineer analytics Brazil,auto-detect
Accenture Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Accenture Brasil carreiras vagas dados engenharia de dados analytics,Accenture Brasil careers data engineer analytics Brazil,auto-detect
Adyen Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Adyen Brasil carreiras vagas dados engenharia de dados analytics,Adyen Brasil careers data engineer analytics Brazil,auto-detect
Amazon Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Amazon Brasil carreiras vagas dados engenharia de dados analytics,Amazon Brasil careers data engineer analytics Brazil,auto-detect
AWS Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",AWS Brasil carreiras vagas dados engenharia de dados analytics,AWS Brasil careers data engineer analytics Brazil,auto-detect
Bain Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Bain Brasil carreiras vagas dados engenharia de dados analytics,Bain Brasil careers data engineer analytics Brazil,auto-detect
BCG Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",BCG Brasil carreiras vagas dados engenharia de dados analytics,BCG Brasil careers data engineer analytics Brazil,auto-detect
Capgemini Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Capgemini Brasil carreiras vagas dados engenharia de dados analytics,Capgemini Brasil careers data engineer analytics Brazil,auto-detect
Cisco Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Cisco Brasil carreiras vagas dados engenharia de dados analytics,Cisco Brasil careers data engineer analytics Brazil,auto-detect
Cognizant Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Cognizant Brasil carreiras vagas dados engenharia de dados analytics,Cognizant Brasil careers data engineer analytics Brazil,auto-detect
Confluent Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Confluent Brasil carreiras vagas dados engenharia de dados analytics,Confluent Brasil careers data engineer analytics Brazil,auto-detect
Databricks Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Databricks Brasil carreiras vagas dados engenharia de dados analytics,Databricks Brasil careers data engineer analytics Brazil,auto-detect
Dell Technologies Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Dell Technologies Brasil carreiras vagas dados engenharia de dados analytics,Dell Technologies Brasil careers data engineer analytics Brazil,auto-detect
Deloitte Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Deloitte Brasil carreiras vagas dados engenharia de dados analytics,Deloitte Brasil careers data engineer analytics Brazil,auto-detect
Endava Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Endava Brasil carreiras vagas dados engenharia de dados analytics,Endava Brasil careers data engineer analytics Brazil,auto-detect
EPAM Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",EPAM Brasil carreiras vagas dados engenharia de dados analytics,EPAM Brasil careers data engineer analytics Brazil,auto-detect
EY Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",EY Brasil carreiras vagas dados engenharia de dados analytics,EY Brasil careers data engineer analytics Brazil,auto-detect
Globant Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Globant Brasil carreiras vagas dados engenharia de dados analytics,Globant Brasil careers data engineer analytics Brazil,auto-detect
Google Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Google Brasil carreiras vagas dados engenharia de dados analytics,Google Brasil careers data engineer analytics Brazil,auto-detect
HP Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",HP Brasil carreiras vagas dados engenharia de dados analytics,HP Brasil careers data engineer analytics Brazil,auto-detect
HPE Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",HPE Brasil carreiras vagas dados engenharia de dados analytics,HPE Brasil careers data engineer analytics Brazil,auto-detect
IBM Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",IBM Brasil carreiras vagas dados engenharia de dados analytics,IBM Brasil careers data engineer analytics Brazil,auto-detect
Intel Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Intel Brasil carreiras vagas dados engenharia de dados analytics,Intel Brasil careers data engineer analytics Brazil,auto-detect
KPMG Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",KPMG Brasil carreiras vagas dados engenharia de dados analytics,KPMG Brasil careers data engineer analytics Brazil,auto-detect
Kyndryl Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Kyndryl Brasil carreiras vagas dados engenharia de dados analytics,Kyndryl Brasil careers data engineer analytics Brazil,auto-detect
Mastercard Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Mastercard Brasil carreiras vagas dados engenharia de dados analytics,Mastercard Brasil careers data engineer analytics Brazil,auto-detect
McKinsey Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",McKinsey Brasil carreiras vagas dados engenharia de dados analytics,McKinsey Brasil careers data engineer analytics Brazil,auto-detect
Microsoft Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Microsoft Brasil carreiras vagas dados engenharia de dados analytics,Microsoft Brasil careers data engineer analytics Brazil,auto-detect
MongoDB Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",MongoDB Brasil carreiras vagas dados engenharia de dados analytics,MongoDB Brasil careers data engineer analytics Brazil,auto-detect
NVIDIA Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",NVIDIA Brasil carreiras vagas dados engenharia de dados analytics,NVIDIA Brasil careers data engineer analytics Brazil,auto-detect
Oracle Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Oracle Brasil carreiras vagas dados engenharia de dados analytics,Oracle Brasil careers data engineer analytics Brazil,auto-detect
PayPal Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",PayPal Brasil carreiras vagas dados engenharia de dados analytics,PayPal Brasil careers data engineer analytics Brazil,auto-detect
PwC Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",PwC Brasil carreiras vagas dados engenharia de dados analytics,PwC Brasil careers data engineer analytics Brazil,auto-detect
Red Hat Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Red Hat Brasil carreiras vagas dados engenharia de dados analytics,Red Hat Brasil careers data engineer analytics Brazil,auto-detect
Salesforce Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Salesforce Brasil carreiras vagas dados engenharia de dados analytics,Salesforce Brasil careers data engineer analytics Brazil,auto-detect
SAP Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",SAP Brasil carreiras vagas dados engenharia de dados analytics,SAP Brasil careers data engineer analytics Brazil,auto-detect
SAP Labs Latin America,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",SAP Labs Latin America carreiras vagas dados engenharia de dados analytics,SAP Labs Latin America careers data engineer analytics Brazil,auto-detect
ServiceNow Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",ServiceNow Brasil carreiras vagas dados engenharia de dados analytics,ServiceNow Brasil careers data engineer analytics Brazil,auto-detect
Snowflake Brasil,Multinacionais com operação forte no Brasil para dados/tech,P2,Brasil,Dados; Analytics; Engenharia de Dados; BI; Analytics Engineering; IA/LLM,"Monitorar como cobertura complementar por porte, tecnologia, indústria ou operação no Brasil.",Snowflake Brasil carreiras vagas dados engenharia de dados analytics,Snowflake Brasil careers data engineer analytics Brazil,auto-detect
